Country.ID,Year,grgdp_p,cpi,interestrate,unem,savingrate,r_young,r_mid,r_old,r_imm
AUT,2013,-0.8498644009446554,2.118,0.220661223,5.35,25.69,0.13443127622759263,0.5411323699671747,0.15938894097341047,0.16504741283182214
AUT,2014,-0.0307568808771585,1.465,0.209945672,6.042,26.246,0.1335900538353796,0.5368523368684462,0.16092057416995628,0.16863703512621792
AUT,2015,0.2987725436319532,0.81,-0.019375701,6.158,25.589,0.1335390280827648,0.5334983179447893,0.16138509794929765,0.1715775560231482
AUT,2016,0.8286311918089595,0.973,-0.263695659,6.475,27.031,0.13371645674531873,0.5293876783312909,0.16132367038797754,0.17557219453541292
AUT,2017,1.4039240017154953,2.228,-0.329056116,5.925,26.242,0.13373473758144241,0.5242099371191057,0.16189995712472555,0.18015536817472655
AUT,2018,1.6773662631201836,2.122,-0.322092958,5.225,26.744,0.13339124861359314,0.5187058570116518,0.16285158523287027,0.18505130914188475
AUT,2019,2.051261278265981,1.493,-0.35631935,4.8,27.885,0.1328304099730702,0.5131386475838645,0.16405294928112946,0.1899779931619358
AUT,2020,-6.762380816017832,1.392,-0.425159625,5.475,29.02,0.13204994056429453,0.5073362883985202,0.16578089437706278,0.19483287666012247
AUT,2021,4.431591797696655,2.76,-0.548756293,6.175,29.408,0.13178549728107547,0.5055300476806407,0.16884347723246754,0.19384097780581622
AUT,2022,4.735097118917153,8.619,0.341555419,4.742,28.353,0.13176768460696392,0.504088728147732,0.17239014694070182,0.19175344030460215
AUT,2023,-2.330870118944228,7.712,3.430800561,5.1,26.714,0.13141671656392048,0.501894215485384,0.1763165235718935,0.1903725443788019
AUT,2024,-1.7565095413009768,2.918,3.57091273,5.423,24.732,0.13141671656392048,0.501894215485384,0.1763165235718935,0.1903725443788019
BEL,1990,2.928282496339496,3.453,9.633333333,6.558,23.647,0.1637574781888668,0.5704508336940748,0.13723159235126545,0.12856009576579305
BEL,1991,1.4334398710428742,3.167,9.3825,6.45,22.736,0.16483756662317214,0.5680615115910542,0.13888089972548148,0.12822002206029207
BEL,1992,1.175856790452534,2.26,9.370833333,7.092,23.056,0.16574377410601865,0.5662464325307209,0.14024225792846437,0.127767535434796
BEL,1993,-1.417524708458584,2.487,8.224166667,8.625,24.409,0.16626403126922887,0.5648633572635925,0.14145130697727662,0.12742130448990205
BEL,1994,2.8967474416235817,2.394,5.695,9.75,25.628,0.16631214761597352,0.5636894523238447,0.14282181835508098,0.1271765817051009
BEL,1995,2.082138304194725,1.265,4.783333333,9.683,25.769,0.1659702099136207,0.5622842551713899,0.1446892726983067,0.1270562622166827
BEL,1996,1.1968948491792195,1.76,3.216666667,9.55,25.247,0.1656252684425212,0.5612163549373659,0.14673523436296626,0.1264231422571467
BEL,1997,3.515971471328738,1.499,3.436666667,9.217,26.212,0.16549541401904477,0.5602456876535634,0.14852560496211542,0.1257332933652763
BEL,1998,1.7415806637260056,0.901,3.558333333,9.342,26.086,0.16559137951236091,0.5593830414562359,0.1499447892796967,0.1250807897517064
BEL,1999,3.324791052110343,1.134,2.963488346,8.425,28.876,0.1658262457865731,0.5588044958670122,0.1509598886012046,0.12440936974521012
BEL,2000,3.460008082955568,2.682,4.39176543,6.858,26.203,0.16615002150371494,0.5583745142399074,0.15175296977081987,0.12372249448555789
BEL,2001,0.8602260214771063,2.438,4.261780438,6.567,24.126,0.16570177450588264,0.5586093405519555,0.15277253937237026,0.12291634556979147
BEL,2002,1.24975368511977,1.552,3.318601627,7.525,25.248,0.16494790995776337,0.55939129038661,0.1536713199579637,0.12198947969766301
BEL,2003,0.5880455315933952,1.517,2.333474191,8.175,24.362,0.16398227299624338,0.5602436137876268,0.15467200127984457,0.12110211193628533
BEL,2004,3.167049250182119,1.857,2.10632298,8.383,25.765,0.16299573027989236,0.5609929363844713,0.15580934686409323,0.12020198647154307
BEL,2005,1.8374617247657987,2.539,2.184689332,8.475,25.677,0.16213379753028126,0.5623346108705931,0.156365006564868,0.1191665850342577
BEL,2006,1.913207192887878,2.331,3.079211845,8.267,25.821,0.1608951558488374,0.560703118019556,0.15518471091822322,0.12321701521338341
BEL,2007,2.9603122666134185,1.819,4.277596427,7.492,26.099,0.15972992310709364,0.5593068933040046,0.15383851619113184,0.12712466739777004
BEL,2008,-0.3283688491873771,4.49,4.634232681,6.967,24.931,0.1589732866187055,0.5569277498941966,0.15321053352764302,0.13088842995945502
BEL,2009,-2.6928913864113446,-0.004,1.22834975,7.992,23.678,0.15879921784422,0.5538138463879675,0.15303013691332942,0.13435679885448315
BEL,2010,1.8875984814734847,2.329,0.810953933,8.383,24.018,0.15910524686065186,0.5506266992501481,0.15276622574303203,0.13750182814616813
BEL,2011,0.441490235399633,3.344,1.390599744,7.225,22.554,0.1591801393134647,0.5458669763548134,0.1536543547087336,0.14129852962298814
BEL,2012,-0.4648270824761824,2.62,0.573181087,7.642,23.507,0.15889695609766286,0.5401060164836105,0.15553889716856642,0.14545813025016027
BEL,2013,-0.2535103589551668,1.252,0.220661223,8.567,23.66,0.15862812891007355,0.534262521822937,0.15732674532421959,0.1497826039427699
BEL,2014,1.375424812109416,0.495,0.209945672,8.667,24.026,0.1583893177226754,0.5282818674806217,0.1592223686474693,0.15410644614923355
BEL,2015,0.964353657215722,0.623,-0.019375701,8.667,24.709,0.15802089951300338,0.5230540167123201,0.16074902256780058,0.15817606120687597
BEL,2016,0.5327451555973806,1.772,-0.263695659,7.842,24.735,0.1576936229806832,0.5189010068694572,0.16211228735816322,0.16129308279169646
BEL,2017,1.1117546515979848,2.225,-0.329056116,7.108,25.033,0.1573597795928223,0.514258691352819,0.16380796496803232,0.1645735640863263
BEL,2018,1.4591648014790293,2.308,-0.322092958,5.983,24.637,0.15687940916673557,0.5099322795739288,0.16547907640521306,0.1677092348541226
BEL,2019,1.9336749564261124,1.25,-0.35631935,5.367,24.8,0.15611169912706174,0.5060698475921833,0.16715045265624526,0.17066800062450949
BEL,2020,-5.346031114408323,0.424,-0.425159625,5.567,24.955,0.15498747108670657,0.5026975486449129,0.16853158293939563,0.1737833973289849
BEL,2021,5.905340186538632,3.217,-0.548756293,6.267,26.276,0.15384578488162942,0.5019575712004056,0.17087488047003657,0.1733217634479284
BEL,2022,3.669630626346199,10.331,0.341555419,5.55,25.623,0.1523940844300977,0.501170392601844,0.17417044757606628,0.17226507539199198
BEL,2023,0.1722482134911107,2.294,3.430800561,5.517,24.642,0.15008303243272178,0.5006033095324955,0.1780938748437299,0.1712197831910528
BEL,2024,0.360773041778617,4.322,3.57091273,5.7,23.234,0.15008303243272178,0.5006033095324955,0.1780938748437299,0.1712197831910528
CAN,1990,-1.310876928486571,4.78,13.02129167,8.15,17.87,0.1982129544340445,0.5599575990054497,0.08589547991112093,0.15593396664938491
CAN,1991,-3.332100717816844,5.626,9.110208333,10.317,15.609,0.19796689349768348,0.5574124092604162,0.0869481764982847,0.15767252074361554
CAN,1992,-0.3100795715692661,1.49,6.677083333,11.217,14.768,0.19784674484626952,0.5548329644715303,0.08781529035053418,0.15950500033166598
CAN,1993,1.4849691298720824,1.865,5.102958333,11.375,14.636,0.19733885865927972,0.5527950353646366,0.08850324743084932,0.16136285854523436
CAN,1994,3.380549283160228,0.166,5.487708333,10.392,17.138,0.19614847735121588,0.5514993173572041,0.08909616803828502,0.16325603725329496
CAN,1995,1.6193161344031817,2.149,7.130799183,9.467,18.555,0.19447146634312693,0.5506915232718249,0.08970050593650393,0.16513650444854425
CAN,1996,0.6336630861978332,1.571,4.449063673,9.608,19.341,0.19237012019821614,0.549413652551295,0.0904408141368863,0.1677754131136025
CAN,1997,3.2407813055907564,1.621,3.557644557,9.092,19.877,0.1899917126563616,0.5483677732216036,0.09118849543311179,0.170452018688923
CAN,1998,3.0089344378261496,0.996,5.06840368,8.292,19.704,0.18734142479107999,0.5476424992778184,0.0918190801345844,0.17319699579651734
CAN,1999,4.29904487628674,1.735,4.915108186,7.567,20.861,0.1843809639030995,0.5474577774758116,0.09225986717312666,0.17590139144796219
CAN,2000,4.176777497831696,2.719,5.442333333,6.833,23.161,0.18118600911704633,0.5477455135914211,0.09264205135582405,0.17842642593570857
CAN,2001,0.8097098488850873,2.525,3.859166667,7.225,21.885,0.17827600470141566,0.548831365914903,0.09267207343778638,0.18022055594589495
CAN,2002,1.8919711290506624,2.258,2.514625,7.683,21.471,0.17548832267301903,0.5498422123393808,0.0926926992220136,0.18197676576558652
CAN,2003,0.8593292922602691,2.759,2.858416667,7.592,21.699,0.17274191601948988,0.5505969315328245,0.09284195408274068,0.18381919836494495
CAN,2004,2.1308394475487047,1.857,2.219,7.15,23.729,0.1697894363144808,0.5514084190463119,0.09314781191203257,0.18565433272717466
CAN,2005,2.237588548609737,2.214,2.695166667,6.75,24.561,0.16660173174785473,0.5523496745840412,0.09365794689196016,0.1873906467761439
CAN,2006,1.6081596462531822,2.002,4.009458333,6.45,25.038,0.16313248891432564,0.5520233158525287,0.09511310588415071,0.1897310893489948
CAN,2007,1.0577092873276015,2.138,4.142,6.158,24.732,0.1602099970985585,0.5509585522364405,0.09688631342914444,0.19194513723585652
CAN,2008,-0.0718441251990609,2.37,2.336875,6.308,24.221,0.1577943552118092,0.5493577656907507,0.09887158348277689,0.1939762956146633
CAN,2009,-4.02144155518116,0.299,0.331541667,8.475,19.05,0.1556112826234195,0.5474853058799201,0.10105686626946864,0.1958465452271919
CAN,2010,1.9454350742974968,1.777,0.561791667,8.158,19.918,0.15357802111790927,0.5452036096197437,0.10350377242544381,0.1977145968369032
CAN,2011,2.1176471754870585,2.912,0.911666667,7.625,21.438,0.15253664815993948,0.5430066094489719,0.10493071390108408,0.1995260284900046
CAN,2012,0.6824020903166472,1.516,0.941583333,7.442,21.337,0.15195539748625217,0.5396818545376284,0.1071115437387157,0.20125120423740375
CAN,2013,1.2506597408832532,0.938,0.966166667,7.208,21.766,0.15175186488307704,0.5358270635762051,0.10950273538851739,0.20291833615220053
CAN,2014,1.835709528354701,1.907,0.909708333,7.058,22.551,0.1517875232639507,0.5317317951583312,0.11175719122130867,0.20472349035640935
CAN,2015,-0.1603672708100356,1.125,0.527458333,7.0,20.326,0.15203566052097875,0.5274448606279577,0.11395119391081213,0.20656828494025148
CAN,2016,-0.0153774993923438,1.429,0.486541667,7.05,19.673,0.15138127736973184,0.5238666633767354,0.11699151849666205,0.20776054075687067
CAN,2017,1.786478060674579,1.597,0.688083333,6.417,20.748,0.15036983376922228,0.5210137691986415,0.12005250200860552,0.2085638950235308
CAN,2018,1.313256205014257,2.268,1.373583333,5.833,21.0,0.14901051762829903,0.5186346938417088,0.12318316889889137,0.20917161963110073
CAN,2019,0.4271653194504399,1.949,1.655625,5.683,21.089,0.1475176312734523,0.5160887516558567,0.12663781316403572,0.20975580390665527
CAN,2020,-6.144312924183648,0.717,0.451458333,9.742,20.658,0.14594767900221475,0.5126889668741159,0.13049298670000778,0.21087036742366147
CAN,2021,5.330462525995294,3.395,0.113041667,7.483,24.286,0.14470954261080954,0.5101436631250639,0.13582367915042093,0.20932311511370566
CAN,2022,2.461343076194522,6.779,2.177791667,5.25,25.015,0.14287806843152615,0.5089067307167962,0.1408720283904239,0.20734317246125378
CAN,2023,-1.271995003901194,3.885,4.740916667,5.383,23.268,0.1405976438979672,0.5089444086442224,0.14563590119464426,0.20482204626316614
CAN,2024,-1.372909725866589,2.398,4.366375,6.375,22.76,0.1405976438979672,0.5089444086442224,0.14563590119464426,0.20482204626316614
CHE,1990,2.8734525868656657,5.404,8.8346,0.501,37.93,0.15589990009195354,0.5079812482115387,0.12872333246886383,0.2073955192276439
CHE,1991,-2.145986583802384,5.859,8.119991667,1.083,35.878,0.1540748799919964,0.5092415008660144,0.12929751870050393,0.20738610044148525
CHE,1992,-1.3998802675955213,4.037,7.78,2.549,33.594,0.15262458072126162,0.5098648948105908,0.12996284172748984,0.20754768274065769
CHE,1993,-1.0839745725166772,3.293,4.817433333,4.504,33.946,0.1514324370368513,0.5095561526445401,0.13085514980601334,0.20815626051259523
CHE,1994,0.4144745376509773,0.851,4.044125,4.723,33.905,0.14959402452603904,0.5094298598537589,0.13199616076870418,0.2089799548514979
CHE,1995,-0.1236025896268588,1.798,2.951608333,4.233,32.938,0.14724058133841067,0.5093496854439205,0.13336304249250142,0.21004669072516746
CHE,1996,-0.1725647233118743,0.81,1.920358333,4.656,32.924,0.14453846701518763,0.5088486963904312,0.13489916795150822,0.2117136686428729
CHE,1997,1.9608992243683727,0.518,1.579625,5.199,34.514,0.14131491554891004,0.5082583309382455,0.13663566041827932,0.21379109309456515
CHE,1998,2.718491426546543,0.019,1.434916667,3.856,34.983,0.137718568761813,0.5081339990163554,0.1384058824034066,0.2157415498184251
CHE,1999,1.2287461403915678,0.808,1.295275,2.723,35.66,0.13414355663908828,0.5084877201827909,0.1400752870787043,0.21729343609941654
CHE,2000,3.5295571026001227,1.561,2.940906639,1.824,37.677,0.13043800837318284,0.5091953215799568,0.14172043134983248,0.2186462386970279
CHE,2001,1.1334115364814767,0.991,2.813803106,1.703,34.31,0.13083278574552537,0.5051441518417805,0.14016411097628895,0.22385895143640522
CHE,2002,-0.8530563283313364,0.641,1.049703189,2.546,32.958,0.13097514518972483,0.5020444164054496,0.13828348596023052,0.22869695244459495
CHE,2003,-0.9011319386315386,0.636,0.215319272,3.691,36.727,0.1320639393725761,0.4982764176246178,0.13626808784463842,0.23339155515816778
CHE,2004,1.8668264679292608,0.801,0.37747745,3.879,37.159,0.13283692622126894,0.4942842580866471,0.13473492606404125,0.23814388962804273
CHE,2005,2.1555556628455097,1.173,0.712353827,3.763,38.485,0.13341127742143483,0.4901148076319901,0.13354065348434696,0.24293326146222807
CHE,2006,3.537070545532761,1.064,1.411712857,3.332,40.358,0.13370687927232552,0.4849763903473273,0.1326861544192833,0.24863057596106383
CHE,2007,3.227499306143544,0.735,2.34283764,2.766,35.124,0.1340366642850772,0.4802326880511401,0.1321536579796302,0.2535769896841525
CHE,2008,1.5420147548277807,2.428,1.841202637,2.577,28.596,0.1347475073700608,0.4762130240699486,0.1315997899951425,0.2574396785648482
CHE,2009,-3.687218470473097,-0.48,0.093643937,3.701,34.008,0.13592480657874584,0.47154905659280055,0.1313054424182035,0.26122069441025014
CHE,2010,2.10028570434051,0.688,0.150082827,3.516,39.014,0.13763294486594804,0.4661640569179697,0.1310295551731855,0.26517344304289675
CHE,2011,0.8140746076494398,0.228,0.057504212,2.843,34.712,0.13667620985444012,0.46361738263107816,0.13287728532834223,0.26682912218613947
CHE,2012,0.125965795409666,-0.693,-0.061721096,2.905,35.454,0.13558195590370783,0.46081363542970427,0.13501991798524463,0.26858449068134327
CHE,2013,0.7848840797189727,-0.216,-0.047170994,3.158,34.763,0.13486690852607564,0.45821975523537783,0.1368681192238187,0.2700452170147279
CHE,2014,1.018085656122536,-0.012,0.001120527,3.044,32.472,0.13446911264028977,0.45576855512884823,0.13851333090483173,0.27124900132603025
CHE,2015,0.3651734514147131,-1.142,-0.724724753,3.178,33.985,0.1341753809240875,0.45327020954053954,0.13995494169799033,0.2725994678373826
CHE,2016,1.0089489731569312,-0.434,-0.768297617,3.323,32.868,0.13427716936594233,0.449479605788773,0.14103918362736464,0.27520404121792
CHE,2017,0.3123587655648796,0.535,-0.847818483,3.088,31.31,0.13470476817763927,0.44493924975170435,0.1422011827347974,0.2781547993358591
CHE,2018,2.083823843565602,0.935,-0.806276469,2.547,31.258,0.1351720212821358,0.4397003432634741,0.14354816200777218,0.2815794734466178
CHE,2019,0.4338397510704084,0.363,-0.773305397,2.306,29.888,0.1354881665151855,0.43453667981576033,0.14497001698858553,0.2850051366804686
CHE,2020,-2.982316017305997,-0.724,-0.697590669,3.17,30.13,0.13557733353941512,0.42994646830193084,0.14615659837245906,0.28831959978619487
CHE,2021,4.7938940847951805,0.583,-0.735514985,2.993,33.463,0.13596253645117645,0.4296808777419746,0.1482371099607116,0.28611947584613734
CHE,2022,2.311629630786527,2.834,-0.177431261,2.166,33.554,0.13602027346567666,0.42909052610603376,0.15154099403310808,0.28334820639518155
CHE,2023,-0.1252770345603893,2.135,1.521064402,2.035,31.184,0.13555568807880358,0.42777243739150206,0.155827292095731,0.2808445824339633
CHE,2024,-0.3920499588417558,1.06,1.241340192,2.448,31.914,0.13555568807880358,0.42777243739150206,0.155827292095731,0.2808445824339633
CHL,1990,1.9774679616243016,26.036,,7.75,21.431,0.2953190089941518,0.63757113101741,0.05910959267036467,0.00800026731807338
CHL,1991,5.850806668910868,21.784,,8.217,22.599,0.29319979789922646,0.6371155889507997,0.06130516023761699,0.008379452912356906
CHL,1992,8.617159891794145,15.426,,6.7,20.204,0.2909768914466429,0.6365430997090116,0.06373164037580546,0.008748368468540005
CHL,1993,4.910887289383892,12.728,,6.5,21.702,0.28854429597038095,0.6361129579367188,0.06623424474177077,0.009108501351129422
CHL,1994,3.436381309738512,11.443,,7.808,20.071,0.2859980221085737,0.635922373838523,0.06861946307749736,0.00946014097540586
CHL,1995,7.346950617021086,8.233,,7.375,24.751,0.2833706473530691,0.636017956849278,0.07080804617129383,0.009803349626359021
CHL,1996,3.5185794117348568,7.359,12.46,6.5,25.32,0.28074234601759573,0.6361682200587748,0.07294965255808393,0.01013978136554553
CHL,1997,5.955080428710002,6.134,16.76,6.108,25.078,0.2777390719510606,0.6368499389700989,0.07493828283659974,0.010472706242240674
CHL,1998,2.843801160054804,5.11,16.41208333,6.217,23.4,0.2742880177083263,0.6380718371522519,0.07684108573891021,0.010799059400511603
CHL,1999,-1.506567472995879,3.337,10.955,10.008,22.489,0.27036918269015014,0.6397636316903907,0.07874730018073595,0.011119885438723182
CHL,2000,3.733490522630856,3.843,10.7575,9.708,22.505,0.2660837926073466,0.6417959723639005,0.0806821432522115,0.011438091776541436
CHL,2001,1.9794464236085216,3.569,7.233333333,9.867,22.953,0.2613889868488277,0.6435175510807327,0.08252399650111399,0.01256946556932549
CHL,2002,2.0738600505253224,2.489,3.925,9.8,23.122,0.2562615330737933,0.6456872117352297,0.0843708276974816,0.013680427493495285
CHL,2003,3.631724312440232,2.81,2.7675,9.533,23.573,0.2507033697215212,0.6483636766535819,0.08615900845638697,0.0147739451685101
CHL,2004,5.574657707118202,1.055,1.83,10.017,24.473,0.24482973294871546,0.6514034703023598,0.08791770151720284,0.015849095231721937
CHL,2005,4.7818065324887415,3.052,3.530833333,9.3,25.156,0.23877427532425585,0.6546371127749461,0.08968459568307167,0.01690401621772637
CHL,2006,4.983509783725526,3.392,4.825833333,7.95,27.682,0.232467677329745,0.6582664345010896,0.09132645447965373,0.017939433689511623
CHL,2007,4.0855817571537445,4.408,5.179166667,7.008,27.466,0.22656197473298945,0.6615268840287818,0.09295845705810554,0.01895268418012317
CHL,2008,2.6716661013662657,8.716,7.236666667,7.75,24.133,0.22130865584083792,0.6641435518571545,0.09460735407614759,0.01994043822586013
CHL,2009,-2.191868521486961,1.484,1.746666667,11.053,24.317,0.21654375417646976,0.6662081389237767,0.09634346058569239,0.020904646314061234
CHL,2010,4.7173935725215,1.41,2.07,8.305,25.659,0.21207636904515242,0.667898061538877,0.09817714020178957,0.02184842921418105
CHL,2011,5.052748451543421,3.341,4.93625,7.3,21.706,0.20804166572656332,0.6669549592663662,0.10032266076134799,0.024680714245722588
CHL,2012,5.003128237514543,3.006,5.12,6.595,23.5,0.20444833441681629,0.6654461791143721,0.10264278129510965,0.027462705173701942
CHL,2013,2.320636829167944,1.794,4.75,6.082,22.702,0.20124122191055901,0.6633237060211404,0.10524400497054151,0.03019106709775902
CHL,2014,0.7870912017467147,4.715,4.11,6.495,21.709,0.19838111373056552,0.6606828407325379,0.10808503825669166,0.0328510072802049
CHL,2015,1.1071648010036128,4.349,3.0,6.328,22.778,0.19571956986806938,0.6577164957240497,0.11111749853187058,0.035446435876010395
CHL,2016,0.6568006232556156,3.787,3.528888889,6.685,21.127,0.19188485780390852,0.6482398924215156,0.1138484251696406,0.04602682460493513
CHL,2017,-0.0292649516900556,2.182,2.516111111,6.965,19.875,0.1876617686935908,0.6398800411716933,0.11632112250383811,0.05613706763087779
CHL,2018,2.1476693602892283,2.319,2.657916667,7.377,19.634,0.18344045746427906,0.6321452845101708,0.11862872714302204,0.06578553088252799
CHL,2019,-1.2396274978373143,2.254,2.678333333,7.223,19.702,0.17946474856628988,0.6242622466473144,0.12105808369983476,0.075214921086561
CHL,2020,-7.836965154008002,3.045,1.41,10.77,19.132,0.17561230861741986,0.6156037100301983,0.12386080076718232,0.08492318058519954
CHL,2021,10.070143726816404,4.525,1.836666667,8.862,16.679,0.17248753028191233,0.6157958123046202,0.12716758460252586,0.08454907281094166
CHL,2022,1.380183770286325,11.644,9.211666667,7.878,16.927,0.16913917692528216,0.6161139984574774,0.13061590203649442,0.08413092258074596
CHL,2023,-0.1450143452844887,7.582,11.25,8.681,20.208,0.1654524034613445,0.6163083163371582,0.13456112735062886,0.08367815285086833
CHL,2024,2.003049353783215,3.927,7.24,8.462,21.776,0.1654524034613445,0.6163083163371582,0.13456112735062886,0.08367815285086833
DEU,1990,3.734466406418657,2.687,8.488333333,6.155,24.252,0.15605835547739969,0.6262495756540449,0.14321793762151153,0.07447413124704398
DEU,1991,3.665856147569357,3.474,9.246666667,5.47,25.031,0.157566634085149,0.6216666494817965,0.14303847757192625,0.07772823886112827
DEU,1992,1.347535732149363,5.046,9.5175,6.592,24.654,0.1579988412415124,0.6181236504431005,0.14297951299079908,0.08089799532458793
DEU,1993,-1.5271254072382612,4.476,7.295,7.775,23.373,0.15802748722192916,0.6144126631104454,0.14345888714637706,0.08410096252124845
DEU,1994,2.344352295215635,2.717,5.364166667,8.425,23.241,0.1576558766971007,0.6101648041945168,0.14463566742214468,0.08754365168623794
DEU,1995,1.31127034902756,1.733,4.531666667,8.233,23.408,0.1566598226560666,0.6064336247803208,0.14589928646637246,0.09100726609724015
DEU,1996,0.8320193623797989,1.274,3.305,8.908,22.976,0.15546228729679876,0.6032841250338341,0.14680002894854932,0.09445355872081766
DEU,1997,1.802983395946756,1.507,3.325,9.658,23.061,0.15449617220068376,0.6001408344578477,0.14734464787914225,0.09801834546232623
DEU,1998,2.1835361873596915,0.596,3.544166667,9.383,23.563,0.1527969031435777,0.5964587107250323,0.14854779009675656,0.10219659603463345
DEU,1999,2.156347672912573,0.647,2.963488346,8.558,22.601,0.1509241605422014,0.5919404590353371,0.15077925667074776,0.10635612375171384
DEU,2000,2.837087466871946,1.413,4.39176543,7.95,22.44,0.14949329872712055,0.586846691200537,0.15372196123174467,0.10993804884059775
DEU,2001,1.5577438604710503,1.9,4.261780438,7.8,22.591,0.1479951582180874,0.5838986103484449,0.15735114816874088,0.11075508326472669
DEU,2002,-0.3031144314266876,1.326,3.318601627,8.6,22.106,0.14605586480431035,0.5812470978069719,0.1611246709167391,0.1115723664719787
DEU,2003,-0.4999403873302444,1.074,2.333474191,9.708,21.076,0.14379199615187208,0.5783712829276875,0.16532498255377767,0.11251173836666263
DEU,2004,1.2862286652974175,1.78,2.10632298,10.333,23.536,0.14142178412836748,0.5745824454068293,0.1704596967951179,0.11353607366968531
DEU,2005,1.0315202490722264,1.928,2.184689332,11.008,23.387,0.13903497348989427,0.5703229332215742,0.17604341345448252,0.11459867983404896
DEU,2006,4.070387287288213,1.775,3.079211845,10.042,25.708,0.13661658664268947,0.565367774297636,0.1819301874614506,0.11608545159822398
DEU,2007,3.1167029025640725,2.271,4.277596427,8.542,27.459,0.13476518721107453,0.5611756631430385,0.18638947063534383,0.11766967901054311
DEU,2008,1.1953387697253517,2.754,4.634232681,7.425,26.499,0.13376322688761338,0.5583976131704276,0.1888865741533124,0.11895258578864673
DEU,2009,-5.217481414600734,0.246,1.22834975,7.225,23.839,0.13332809499164908,0.5556833723556636,0.1907653192489609,0.12022321340372653
DEU,2010,4.404044017693432,1.119,0.810953933,6.575,25.297,0.1331439437708271,0.5547127544898535,0.19075086287520354,0.12139243886411592
DEU,2011,3.775533384184082,2.482,1.390599744,5.517,27.582,0.13173761365366604,0.5560849977089739,0.18981584767994183,0.1223615409574183
DEU,2012,0.2806900946977997,2.159,0.573181087,5.083,26.692,0.1296201305469749,0.5566096376975688,0.1904883485874225,0.1232818831680338
DEU,2013,0.1124180076919501,1.607,0.220661223,4.95,26.519,0.1278062040287306,0.5563282991953953,0.19176678332714917,0.12409871344872508
DEU,2014,1.7468860920105025,0.769,0.209945672,4.708,27.392,0.12705356045658625,0.5555610579914885,0.19279364648678088,0.12459173506514447
DEU,2015,0.7794961938790923,0.68,-0.019375701,4.367,27.567,0.12716876218181,0.5549188142499452,0.19339094433623483,0.12452147923200997
DEU,2016,1.4676425024672255,0.367,-0.263695659,3.908,28.641,0.12708352070975262,0.5464256209687512,0.18960333090452614,0.13688752741697005
DEU,2017,2.330360583004376,1.702,-0.329056116,3.567,28.581,0.12712993971518124,0.5366574237509389,0.18655398529700257,0.14965865123687716
DEU,2018,0.8132245191703857,1.935,-0.322092958,3.208,29.899,0.1269291807084151,0.5271035918953831,0.18348810750841632,0.16247911988778546
DEU,2019,0.7649096357427165,1.354,-0.35631935,2.975,29.178,0.12667141990426153,0.5173101415964598,0.18064515144603524,0.17537328705324337
DEU,2020,-4.1782218952711725,0.371,-0.425159625,3.625,27.987,0.12639463396711428,0.5069819594308335,0.17814199534122901,0.18848141126082318
DEU,2021,3.62705372674601,3.212,-0.548756293,3.575,29.381,0.12736384807678333,0.5032357011966337,0.18107301410416551,0.18832743662241752
DEU,2022,0.6391747118645652,8.666,0.341555419,3.067,26.866,0.1279637448829759,0.5000773016013669,0.18450308158076828,0.18745587193488894
DEU,2023,-1.109543949932712,6.03,3.430800561,3.025,27.234,0.1280551274928508,0.49747982899843285,0.18803350243957204,0.1864315410691443
DEU,2024,-0.469672176193725,2.489,3.57091273,3.408,26.777,0.1280551274928508,0.49747982899843285,0.18803350243957204,0.1864315410691443
DNK,1990,1.553074840233548,2.648,11.17800524,7.167,20.793,0.16442188085060858,0.6382130995278179,0.15161752763310818,0.04574749198846534
DNK,1991,1.2388812596637155,2.167,9.918040743,7.867,19.6,0.1633981779836408,0.6368591389263949,0.1514780007428685,0.04826468234709574
DNK,1992,1.714625823250726,1.944,11.69775898,8.608,18.923,0.16366649282481788,0.6345887460704297,0.151012217852649,0.05073254325210337
DNK,1993,-0.4370109860870386,0.872,10.86824211,9.533,17.355,0.16444280068156625,0.6322258041948203,0.1501497214008226,0.05318167372279078
DNK,1994,4.967707031121127,1.841,6.302277964,7.733,18.716,0.16559337688341927,0.6296846474758554,0.14911043864231222,0.05561153699841314
DNK,1995,2.6619423716271573,2.038,6.20278294,6.758,20.645,0.16758315881192962,0.626781073727013,0.1477173364721708,0.05791843098888668
DNK,1996,2.207796598065181,2.092,3.983448902,6.317,20.019,0.16964460652987953,0.6239520181004692,0.14623094362451708,0.0601724317451342
DNK,1997,2.6952856167296924,1.933,3.731127724,5.242,23.33,0.1716014558087127,0.620771726204273,0.1451342895553199,0.0624925284316944
DNK,1998,1.942361920343627,1.314,4.272079069,4.883,22.451,0.1734600025413526,0.6174574709921947,0.14425563820188367,0.06482688826456913
DNK,1999,2.608428141108332,2.041,3.437818813,5.108,23.365,0.17519800361136564,0.6140774298666647,0.1435589906027264,0.06716557591924326
DNK,2000,3.400107431122179,2.751,4.997200789,4.317,24.285,0.17671897931300287,0.610697107315009,0.1430989453726301,0.06948496799935801
DNK,2001,0.5917501033472439,2.269,4.702664261,4.508,25.393,0.17853358980732356,0.6068306913377327,0.14281079743555866,0.07182492141938498
DNK,2002,0.0958035029507975,2.397,3.543718946,4.642,24.254,0.1798908994655651,0.6031397560881695,0.14279303469390298,0.07417630975236233
DNK,2003,0.1587180985655134,1.961,2.423353694,5.433,24.811,0.18075143668525728,0.5995298500423096,0.14317090212527483,0.07654781114715828
