Country.ID,Year,gdp_p,cpi,interestrate,unem,savingrate,r_young,r_mid,r_old,r_imm,rr,inv,popgrowth,logoil
AUT,1999,3.762,0.516,2.963488346,4.142,24.004,21.742780503991018,48.32996440720211,17.715229470498887,12.212025618307978,2.447488346,26.273,0.19335798343678157,3.0
AUT,2000,3.19,1.956,4.39176543,3.883,25.23,21.53278427061868,47.81435699908947,18.216119001693258,12.436739728598585,2.4357654300000005,25.94,0.2381255439699803,3.4
AUT,2001,1.317,2.302,4.261780438,4.008,24.626,21.27455902325629,47.32227898161363,18.686911874283663,12.71625012084642,1.9597804379999997,25.426,0.3657152541493014,3.3
AUT,2002,1.484,1.681,3.318601627,4.392,25.896,21.022351104259638,47.03451955553805,18.965636477215973,12.97749286298635,1.637601627,23.778,0.48996345231253624,3.3
AUT,2003,1.142,1.302,2.333474191,4.792,26.013,20.83011084379119,46.83094284319237,19.1052903983231,13.233655914693346,1.031474191,24.456,0.5068960970961767,3.4
AUT,2004,2.565,1.964,2.10632298,5.867,26.295,20.64472818285357,46.63431207057058,19.250086652080483,13.470873094495358,0.14232297999999988,24.204,0.626511061356938,3.7
AUT,2005,2.32,2.102,2.184689332,6.025,26.239,20.451071546466004,46.577886112807136,19.27392252799162,13.69711981273524,0.08268933200000017,23.965,0.6816365247114042,4.0
AUT,2006,3.269,1.686,3.079211845,5.592,27.147,20.240774418210815,46.492020428062084,19.280196727928406,13.987008425798694,1.3932118450000002,23.829,0.4945070936078988,4.2
AUT,2007,3.775,2.2,4.277596427,5.2,28.56,20.020110999798476,46.188200196891586,19.494163639852317,14.297525163457617,2.0775964269999996,24.734,0.32713218910727093,4.3
AUT,2008,1.453,3.23,4.634232681,4.433,29.224,19.793163790237053,45.81476652306294,19.78472478156827,14.60734490513174,1.4042326810000003,24.705,0.3169899018338196,4.6
AUT,2009,-3.586,0.406,1.22834975,5.683,25.627,19.55712630416142,45.48106422891468,20.038576090265554,14.923233376658338,0.82234975,23.015,0.262073029744081,4.1
AUT,2010,1.809,1.691,0.810953933,5.2,25.732,19.314164106871992,45.18560257230898,20.259503437589412,15.240729883229609,-0.8800460670000001,22.859,0.2399741499931718,4.4
AUT,2011,2.927,3.542,1.390599744,4.883,25.993,19.02149817651523,44.88896461093232,20.40381043383568,15.685726778716761,-2.1514002559999996,24.352,0.3368582399845943,4.6
AUT,2012,0.628,2.569,0.573181087,5.233,25.748,18.731138961627806,44.65146061821473,20.50907413669124,16.108326283466212,-1.995818913,24.256,0.4566873221044876,4.5
AUT,2013,-0.251,2.118,0.220661223,5.35,25.69,18.45359728955333,44.44324770897374,20.598413718290708,16.504741283182213,-1.8973387769999999,23.941,0.5907003901157282,4.6
AUT,2014,0.756,1.465,0.209945672,6.042,26.246,18.20577357904517,44.249932804484885,20.680590103848143,16.863703512621786,-1.2550543280000002,23.849,0.7830187127571442,4.5
AUT,2015,1.303,0.81,-0.019375701,6.158,25.589,18.09429701174977,44.03046677776828,20.71748060816712,17.15775560231482,-0.829375701,24.012,1.1256791572819447,3.9
AUT,2016,2.117,0.973,-0.263695659,6.475,27.031,17.997247741752595,43.62775538399289,20.817777420713213,17.557219453541293,-1.236695659,24.457,1.0860317200114045,3.8
AUT,2017,2.272,2.228,-0.329056116,5.925,26.242,17.850804841922642,43.08965989877571,21.043998441828993,18.015536817472654,-2.557056116,24.978,0.6965276787123997,3.9
AUT,2018,2.484,2.122,-0.322092958,5.225,26.744,17.68618200866456,42.498679403805895,21.31000767334108,18.505130914188474,-2.4440929579999997,25.898,0.48726087232005,4.2
AUT,2019,1.755,1.493,-0.35631935,4.8,27.885,17.538502958491932,41.8406877880065,21.623009937307984,18.997799316193582,-1.84931935,25.509,0.44364454351595306,4.0
AUT,2020,-6.318,1.392,-0.425159625,5.475,29.02,17.398162060796476,41.12099495539099,21.99755531780028,19.48328766601225,-1.817159625,25.653,0.45636263810009403,3.7
AUT,2021,4.795,2.76,-0.548756293,6.175,29.408,17.35743496207479,40.75251449569878,22.505952761644803,19.384097780581623,-3.3087562929999996,27.673,0.5117075169214003,4.2
AUT,2022,5.278,8.619,0.341555419,4.742,28.353,17.338770041116742,40.40469395655245,23.081191971870588,19.175344030460213,-8.277444581,29.215,1.0886571306871984,4.6
AUT,2023,-0.955,7.712,3.430800561,5.1,26.714,17.26973069940087,39.96572340686292,23.72729145585602,19.03725443788019,-4.281199439,25.375,0.7253650626492414,4.4
AUT,2024,-1.174,2.918,3.57091273,5.423,24.732,17.181116420213858,39.36788858624775,24.393669730976832,19.057325262561573,0.6529127299999997,22.311,-0.10531816193958266,4.3
BEL,1990,3.137,3.453,9.633333333,6.558,23.647,21.961720989365695,46.52712969261622,18.65513974143878,12.856009576579305,6.180333333,25.204,0.245507178380322,3.2
BEL,1991,1.833,3.167,9.3825,6.45,22.736,21.887082067826846,46.461375336897504,18.82954038924644,12.822002206029207,6.2155000000000005,23.637,0.3814187536793412,3.1
BEL,1992,1.531,2.26,9.370833333,7.092,23.056,21.840060115546635,46.40922390204168,18.973962438932084,12.776753543479598,7.110833333,23.377,0.4703088650910958,3.0
BEL,1993,-0.962,2.487,8.224166667,8.625,24.409,21.819405696449767,46.36576722070618,19.072696633853848,12.742130448990205,5.737166667,22.684,0.3876523033525592,2.9
BEL,1994,3.227,2.394,5.695,9.75,25.628,21.820858045203714,46.313302221909616,19.148181562376575,12.71765817051009,3.301,22.725,0.30813301093148837,2.8
BEL,1995,2.385,1.265,4.783333333,9.683,25.769,21.84655328631539,46.22073113408794,19.227089357928396,12.70562622166827,3.518333333,21.791,0.21015706248874721,2.9
BEL,1996,1.321,1.76,3.216666667,9.55,25.247,21.894727556285364,46.17151602158499,19.29144219641498,12.642314225714667,1.4566666670000001,21.631,0.19437688567873757,3.1
BEL,1997,3.793,1.499,3.436666667,9.217,26.212,21.934042098464428,46.14033993539632,19.352288629611618,12.573329336527635,1.9376666669999998,22.301,0.24115953090140252,3.0
BEL,1998,1.962,0.901,3.558333333,9.342,26.086,21.958248022932846,46.096405322202685,19.43726767969383,12.508078975170637,2.6573333330000004,22.349,0.21330429494224035,2.7
BEL,1999,3.543,1.134,2.963488346,8.425,28.876,21.969948902779464,46.07225911944163,19.516855003257906,12.440936974521012,1.8294883460000002,22.689,0.23032031724616875,3.0
BEL,2000,3.717,2.682,4.39176543,6.858,26.203,21.965408331111753,46.124985697517786,19.537356522814665,12.372249448555788,1.7097654300000005,23.783,0.24480570750147201,3.4
BEL,2001,1.1,2.438,4.261780438,6.567,24.126,21.85948494530162,46.339702680211715,19.50917781750751,12.291634556979147,1.8237804379999996,22.634,0.34421063320417833,3.3
BEL,2002,1.707,1.552,3.318601627,7.525,25.248,21.761611106503423,46.59171760150733,19.447723322222945,12.198947969766301,1.766601627,20.747,0.4468599192311018,3.3
BEL,2003,1.038,1.517,2.333474191,8.175,24.362,21.691255808933086,46.72342346857153,19.47510952886686,12.110211193628533,0.8164741910000002,20.964,0.41892105979566274,3.4
BEL,2004,3.571,1.857,2.10632298,8.383,25.765,21.652203008993503,46.72979799433698,19.597800349515204,12.020198647154306,0.24932297999999986,22.667,0.43399066715754664,3.7
BEL,2005,2.322,2.539,2.184689332,8.475,25.677,21.652340795211476,46.69800046961101,19.733000231751745,11.91665850342577,-0.3543106680000001,23.682,0.5526522047362148,4.0
BEL,2006,2.553,2.331,3.079211845,8.267,25.821,21.596758004795497,46.23962637138137,19.841914102484793,12.32170152133834,0.7482118450000002,23.97,0.663782422281467,4.2
BEL,2007,3.677,1.819,4.277596427,7.492,26.099,21.522157208242348,45.73476758842002,20.03060846356063,12.712466739777003,2.458596427,24.603,0.730439588593268,4.3
BEL,2008,0.447,4.49,4.634232681,6.967,24.931,21.442119684407814,45.27740556873285,20.191631750913828,13.088842995945502,0.14423268100000008,25.937,0.7925750265223241,4.6
BEL,2009,-1.906,-0.004,1.22834975,7.992,23.678,21.366056423808317,44.8951822564742,20.303081434269167,13.435679885448312,1.23234975,22.027,0.9638731963501179,4.1
BEL,2010,2.71,2.329,0.810953933,8.383,24.018,21.301383136873437,44.58241255495125,20.366021493558502,13.750182814616812,-1.5180460670000002,22.394,1.1439076835332962,4.4
BEL,2011,1.931,3.344,1.390599744,7.225,22.554,21.188895561918162,44.22588071718853,20.455370758594487,14.129852962298814,-1.953400256,24.48,0.9327008591452524,4.6
BEL,2012,0.216,2.62,0.573181087,7.642,23.507,21.04549549233231,43.81912322806949,20.589568254582165,14.545813025016031,-2.046818913,23.588,0.6240492763980976,4.5
BEL,2013,0.306,1.252,0.220661223,8.567,23.66,20.91697642603104,43.35951010530563,20.745253074386337,14.978260394276987,-1.031338777,22.709,0.4749755976087622,4.6
BEL,2014,1.766,0.495,0.209945672,8.667,24.026,20.81955508233231,42.83391639285899,20.935883909885344,15.410644614923358,-0.28505432799999997,23.258,0.44661081858548,4.5
BEL,2015,1.474,0.623,-0.019375701,8.667,24.709,20.75679883377296,42.3102126149783,21.11538243056115,15.817606120687595,-0.642375701,23.322,0.5817556441640059,3.9
BEL,2016,1.193,1.772,-0.263695659,7.842,24.735,20.702358630231164,41.871757750943814,21.296575339655362,16.12930827916965,-2.035695659,24.182,0.508774262971956,3.8
BEL,2017,1.475,2.225,-0.329056116,7.108,25.033,20.612468746650194,41.41187503573679,21.51829980898039,16.457356408632627,-2.554056116,24.332,0.38719809104634795,3.9
BEL,2018,1.878,2.308,-0.322092958,5.983,24.637,20.51890760070892,40.97675700577631,21.733411908102518,16.77092348541226,-2.6300929579999996,25.552,0.4572947029206187,4.2
BEL,2019,2.443,1.25,-0.35631935,5.367,24.8,20.42672291429408,40.550583093093856,21.955893930161103,17.066800062450948,-1.60631935,24.676,0.5426121560767827,4.0
BEL,2020,-4.793,0.424,-0.425159625,5.567,24.955,20.316133117309917,40.15996992055619,22.145557229235397,17.37833973289849,-0.849159625,24.069,0.43069049897925815,3.7
BEL,2021,6.202,3.217,-0.548756293,6.267,26.276,20.240598708296417,39.9672893337465,22.45993561316424,17.33217634479284,-3.765756293,24.443,0.2663450174248849,4.2
BEL,2022,4.234,10.331,0.341555419,5.55,25.623,20.15805947867258,39.73635995059191,22.879073031536308,17.226507539199197,-9.989444580999999,26.937,0.6134081754713749,4.6
BEL,2023,1.252,2.294,3.430800561,5.517,24.642,20.00810559782284,39.50113349451754,23.368782588554343,17.12197831910528,1.1368005609999998,25.33,0.6104973277374137,4.4
BEL,2024,0.996,4.322,3.57091273,5.7,23.234,19.82089084595665,39.22311749444479,23.871747650423313,17.084244009175244,-0.7510872700000002,24.087,0.220871991232241,4.3
CAN,1990,0.203,4.78,13.02129167,8.15,17.87,26.210063408073047,46.377542478586975,11.818997448401488,15.593396664938492,8.241291669999999,21.304,1.5471450940124587,3.2
CAN,1991,-2.091,5.626,9.110208333,10.317,15.609,26.066153872243667,46.269600544728284,11.896993508666489,15.767252074361554,3.484208332999999,19.341,1.3232183409220832,3.1
CAN,1992,0.89,1.49,6.677083333,11.217,14.768,25.96093176577403,46.130890007440165,11.95767819361921,15.950500033166598,5.1870833329999995,18.377,1.217814688858443,3.0
CAN,1993,2.658,1.865,5.102958333,11.375,14.636,25.859524019535197,46.0127533775962,11.99143674834517,16.136285854523436,3.237958333,18.475,1.1599186310470744,2.9
CAN,1994,4.494,0.166,5.487708333,10.392,17.138,25.729877313336015,45.94328893660655,12.001230024727953,16.325603725329497,5.321708332999999,19.516,1.0986385767334905,2.8
CAN,1995,2.682,2.149,7.130799183,9.467,18.555,25.573477955383716,45.90934053843373,12.003531061328133,16.513650444854424,4.981799183,19.38,1.069564344913787,2.9
CAN,1996,1.689,1.571,4.449063673,9.608,19.341,25.35268720471594,45.853399977367715,12.016371506556101,16.77754131136025,2.8780636730000007,18.928,1.0457674218943058,3.1
CAN,1997,4.28,1.621,3.557644557,9.092,19.877,25.097924624395635,45.81721887845636,12.039654628255702,17.045201868892303,1.9366445570000002,21.217,0.9805539186404255,3.0
CAN,1998,3.893,0.996,5.06840368,8.292,19.704,24.824354010642843,45.77645190180623,12.079494507899188,17.319699579651733,4.072403680000001,21.045,0.9011600451364288,2.7
CAN,1999,5.141,1.735,4.915108186,7.567,20.861,24.522057263404573,45.755958631355384,12.131844960443821,17.59013914479622,3.180108186,20.684,0.8885139169032108,3.0
CAN,2000,5.139,2.719,5.442333333,6.833,23.161,24.18300738224959,45.7737931321134,12.200556892066157,17.842642593570858,2.723333333,20.614,0.9554009874456648,3.4
CAN,2001,1.875,2.525,3.859166667,7.225,21.885,23.881971617671375,45.85731491139257,12.238657876346561,18.0220555945895,1.3341666670000003,19.671,1.0416161206259211,3.3
CAN,2002,2.999,2.258,2.514625,7.683,21.471,23.572835157371067,45.908951881410765,12.320536384659512,18.197676576558653,0.2566250000000001,19.739,1.031603971566608,3.3
CAN,2003,1.806,2.759,2.858416667,7.592,21.699,23.259642192877973,45.90695165376627,12.451486316861264,18.381919836494497,0.09941666700000029,20.467,0.9541746936456041,3.4
CAN,2004,3.092,1.857,2.219,7.15,23.729,22.95314761740599,45.870624071087754,12.610795038788785,18.565433272717467,0.3619999999999999,21.383,0.9303650447307632,3.7
CAN,2005,3.21,2.214,2.695166667,6.75,24.561,22.661805780135637,45.80707229890543,12.792057243344537,18.73906467761439,0.4811666670000001,22.632,0.956955734547793,4.0
CAN,2006,2.638,2.002,4.009458333,6.45,25.038,22.342599878366887,45.58671035967302,13.097580827060613,18.97310893489948,2.0074583330000006,23.595,0.9833424747765829,4.2
CAN,2007,2.05,2.138,4.142,6.158,24.732,22.053457567751334,45.26905041574561,13.482978292917409,19.194513723585654,2.0040000000000004,23.908,1.0165107657944317,4.3
CAN,2008,0.995,2.37,2.336875,6.308,24.221,21.786748426750687,44.93881282552273,13.87680918626025,19.397629561466328,-0.03312500000000007,24.072,1.0785436066049536,4.6
CAN,2009,-2.915,0.299,0.331541667,8.475,19.05,21.509338402120324,44.64952159144594,14.256485483714545,19.58465452271919,0.032541666999999996,21.959,1.1279396730882185,4.1
CAN,2010,3.091,1.777,0.561791667,8.158,19.918,21.21700159445746,44.36705422276818,14.644484499084035,19.77145968369032,-1.2152083329999999,23.482,1.095382077719509,4.4
CAN,2011,3.137,2.912,0.911666667,7.625,21.438,21.014642768749738,44.149343435742885,14.883410946506926,19.952602849000456,-2.000333333,24.151,1.048498594104963,4.6
CAN,2012,1.756,1.516,0.941583333,7.442,21.337,20.815053245304547,43.931451846138465,15.128374484816609,20.125120423740377,-0.574416667,24.868,1.0622448078201119,4.5
CAN,2013,2.326,0.938,0.966166667,7.208,21.766,20.635848326738977,43.66782176825675,15.404496289784225,20.291833615220053,0.028166667000000034,24.908,1.0621127641548211,4.6
CAN,2014,2.873,1.907,0.909708333,7.058,22.551,20.501306558503728,43.30431888959904,15.722025516256291,20.47234903564094,-0.997291667,24.871,0.9657065801123244,4.5
CAN,2015,0.65,1.125,0.527458333,7.0,20.326,20.42253270472574,42.85979981110184,16.060838990147275,20.65682849402515,-0.597541667,23.822,0.9203796228312466,3.9
CAN,2016,1.039,1.429,0.486541667,7.05,19.673,20.262760704015584,42.450753978801906,16.51043124149545,20.776054075687068,-0.942458333,22.761,1.087554794287815,3.8
CAN,2017,3.034,1.597,0.688083333,6.417,20.748,20.099739200159938,42.096177169311986,16.947694128175,20.856389502353075,-0.908916667,23.55,1.2520265330206337,3.9
CAN,2018,2.743,2.268,1.373583333,5.833,21.0,19.90865586423705,41.807724921876265,17.36645725077662,20.917161963110072,-0.8944166669999998,23.377,1.3217288024790719,4.2
CAN,2019,1.908,1.949,1.655625,5.683,21.089,19.685494783365755,41.55169789683753,17.787226929131197,20.97558039066553,-0.29337500000000016,23.042,1.3082971834968093,4.0
CAN,2020,-5.038,0.717,0.451458333,9.742,20.658,19.417903252502327,41.25546193637405,18.239598068757484,21.087036742366152,-0.265541667,22.675,1.0294793274990388,3.7
CAN,2021,5.951,3.395,0.113041667,7.483,24.286,19.191822854998108,41.03511626874637,18.84074936488496,20.932311511370568,-3.281958333,24.305,0.7391693502723617,4.2
CAN,2022,4.189,6.779,2.177791667,5.25,25.015,18.991867316822468,40.89440916895558,19.379406268096567,20.73431724612538,-4.601208333,25.319,0.954910947367682,4.6
CAN,2023,1.529,3.885,4.740916667,5.383,23.268,18.82016421010306,40.82917080209805,19.868460361482292,20.482204626316612,0.8559166669999998,23.895,1.2308861492616563,4.4
CAN,2024,1.528,2.398,4.366375,6.375,22.76,18.688010521752194,40.691397078638616,20.36686609248605,20.253726307123145,1.9683749999999995,23.268,1.1280804121121868,4.3
CHE,1990,3.713,5.404,8.8346,0.501,37.93,21.132071227718992,41.358058253526316,16.770318595990297,20.73955192276439,3.4306,34.974,0.9835526506296155,3.2
CHE,1991,-0.929,5.859,8.119991667,1.083,35.878,20.63453236510387,41.81364488518183,16.81321270556578,20.73861004414853,2.2609916670000008,31.697,1.2478376469666541,3.1
CHE,1992,-0.145,4.037,7.78,2.549,33.594,20.227627418882232,42.1472511365553,16.870353170496706,20.754768274065764,3.7430000000000003,28.903,1.1491637600288707,3.0
CHE,1993,-0.144,3.293,4.817433333,4.504,33.946,19.927634429338497,42.28295445471717,16.9737850646848,20.815626051259525,1.5244333330000002,27.529,0.9171641721031687,2.9
CHE,1994,1.301,0.851,4.044125,4.723,33.905,19.60868724385017,42.38434994914984,17.108967321850198,20.897995485149785,3.193125,28.31,0.7996634816475945,2.8
CHE,1995,0.593,1.798,2.951608333,4.233,32.938,19.302973413379988,42.42685954184215,17.26549797226112,21.004669072516744,1.1536083329999998,28.08,0.6704713424976694,2.9
CHE,1996,0.439,0.81,1.920358333,4.656,32.924,19.000259266148824,42.38765528306568,17.440718586498207,21.171366864287286,1.110358333,27.594,0.44607769856519486,3.1
CHE,1997,2.235,0.518,1.579625,5.199,34.514,18.652744946952478,42.335158772280934,17.632986971310082,21.37910930945651,1.061625,26.087,0.24433377614323515,3.0
CHE,1998,2.936,0.019,1.434916667,3.856,34.983,18.274337857620733,42.322674275919226,17.828832884617523,21.574154981842515,1.415916667,27.391,0.2980394369574757,2.7
CHE,1999,1.628,0.808,1.295275,2.723,35.66,17.900288922877987,42.3468177540666,18.023549713113756,21.729343609941658,0.4872749999999999,27.135,0.4757892468817415,3.0
CHE,2000,4.111,1.561,2.940906639,1.824,37.677,17.497422921318346,42.419567688308746,18.218385520670118,21.86462386970279,1.379906639,27.184,0.5582982147138704,3.4
CHE,2001,1.613,0.991,2.813803106,1.703,34.31,17.578818913813198,41.98755934930447,18.047726593241816,22.38589514364052,1.8228031059999998,27.681,0.589977194480551,3.3
CHE,2002,-0.054,0.641,1.049703189,2.546,32.958,17.63192646211878,41.58491730450494,17.91346098891678,22.869695244459493,0.4087031889999999,26.228,0.7245871919044466,3.3
CHE,2003,-0.109,0.636,0.215319272,3.691,36.727,17.81918925711197,41.01828239844101,17.823372828630248,23.339155515816774,-0.420680728,25.971,0.7514337622713363,3.4
CHE,2004,2.563,0.801,0.37747745,3.879,37.159,17.994479966636852,40.39456842584523,17.796562644713656,23.814388962804273,-0.42352255000000005,24.639,0.6920006376264887,3.7
CHE,2005,2.863,1.173,0.712353827,3.763,38.485,18.14994113826446,39.7530390591918,17.80369365632093,24.293326146222803,-0.460646173,27.181,0.6450060328177853,4.0
CHE,2006,4.151,1.064,1.411712857,3.332,40.358,18.279091460610665,39.035219453503366,17.82263148977958,24.86305759610639,0.3477128569999999,27.888,0.6281904184209042,4.2
CHE,2007,3.919,0.735,2.34283764,2.766,35.124,18.398911864092746,38.4278447967041,17.815544370787904,25.35769896841525,1.60783764,26.746,0.8941889352543253,4.3
CHE,2008,2.678,2.428,1.841202637,2.577,28.596,18.500723920034837,38.00896472630275,17.746343497177598,25.74396785648481,-0.5867973629999998,27.364,1.276900397740044,4.6
CHE,2009,-2.305,-0.48,0.093643937,3.701,34.008,18.595780757581927,37.613157491717445,17.668992309675623,26.122069441025015,0.5736439369999999,28.36,1.255174222374822,4.1
CHE,2010,3.214,0.688,0.150082827,3.516,39.014,18.722031047872896,37.19691017612553,17.56371447171189,26.517344304289676,-0.537917173,26.029,1.1386991778506106,4.4
CHE,2011,1.902,0.228,0.057504212,2.843,34.712,18.51870865551358,37.11755001644793,17.680829109424543,26.682912218613946,-0.170495788,28.481,1.1323893603344626,4.6
CHE,2012,1.207,-0.693,-0.061721096,2.905,35.454,18.29448364102358,37.0246882503546,17.82237904048749,26.85844906813432,0.631278904,26.577,1.0683728960663608,4.5
CHE,2013,1.849,-0.216,-0.047170994,3.158,34.763,18.120072889046646,36.925309737663206,17.950095671817365,27.00452170147279,0.168829006,25.131,1.153598548505208,4.6
CHE,2014,2.287,-0.012,0.001120527,3.044,32.472,17.992652348030774,36.80335199152698,18.079095527839222,27.124900132603024,0.013120527,25.534,1.22396524026962,4.5
CHE,2015,1.574,-1.142,-0.724724753,3.178,33.985,17.88913938715591,36.62932370055096,18.221590128554862,27.259946783738258,0.41727524699999985,25.108,1.1440269330472708,3.9
CHE,2016,2.1,-0.434,-0.768297617,3.323,32.868,17.82008288814399,36.33031005381437,18.32920293624963,27.520404121792,-0.334297617,25.593,1.0981135291517452,3.8
CHE,2017,1.433,0.535,-0.847818483,3.088,31.31,17.762126509470257,35.94110126445119,18.481292292492643,27.815479933585905,-1.3828184829999999,25.997,0.9400349926524498,3.9
CHE,2018,2.86,0.935,-0.806276469,2.547,31.258,17.697445189071438,35.482800161501224,18.66180730476556,28.15794734466179,-1.7412764690000002,25.66,0.7418885713920798,4.2
CHE,2019,1.156,0.363,-0.773305397,2.306,29.888,17.62936134017229,35.00181404330668,18.868310948474168,28.50051366804686,-1.136305397,26.382,0.7183774681731148,4.0
CHE,2020,-2.29,-0.724,-0.697590669,3.17,30.13,17.559205940016884,34.542860338739935,19.065973742623683,28.831959978619494,0.02640933099999998,29.637,0.7351480450535464,3.7
CHE,2021,5.573,0.583,-0.735514985,2.993,33.463,17.57283071534147,34.40875059083049,19.4064711092143,28.611947584613734,-1.318514985,26.414,0.7689528766090525,4.2
CHE,2022,3.126,2.834,-0.177431261,2.166,33.554,17.578480518260427,34.16631957800691,19.920379264214503,28.334820639518156,-3.0114312610000002,24.831,0.978043759730296,4.6
CHE,2023,0.743,2.135,1.521064402,2.035,31.184,17.545017727740106,33.772119936946495,20.59840409191708,28.08445824339633,-0.6139355979999999,25.935,0.8914624378794533,4.4
CHE,2024,1.269,1.06,1.241340192,2.448,31.914,17.549824416797122,33.253326811612794,21.274249519249146,27.92259925234093,0.18134019199999996,26.847,0.5796702147699451,4.3
CHL,1990,3.671,26.036,,7.75,21.431,38.871683306075624,51.00137856347195,9.326911398645073,0.8000267318073381,,28.293,1.6812025421102827,3.2
CHL,1991,7.804,21.784,,8.217,22.599,38.48622260757574,51.13175628075436,9.54407582043421,0.8379452912356906,,25.821,1.6768032211530004,3.1
CHL,1992,11.167,15.426,,6.7,20.204,38.10434202985291,51.27507264805141,9.745748475241683,0.8748368468540003,,27.249,1.6255198265089366,3.0
CHL,1993,6.589,12.728,,6.5,21.702,37.71736633150563,51.4380253230046,9.93375821037682,0.910850135112942,,30.003,1.5679159124575293,2.9
CHL,1994,5.03,11.443,,7.808,20.071,37.334022945664,51.60574384811224,10.114219108683162,0.946014097540586,,27.789,1.5173437252256505,2.8
CHL,1995,8.933,8.233,,7.375,24.751,36.95773735961983,51.77138770672472,10.29053997101955,0.9803349626359025,,29.641,1.4747256545286636,2.9
CHL,1996,4.985,7.359,12.46,6.5,25.32,36.60254476613364,51.907267423600665,10.476209673711134,1.0139781365545533,5.101000000000001,29.881,1.4225825899870426,3.1
CHL,1997,7.392,6.134,16.76,6.108,25.078,36.226344739700686,52.067144845001664,10.659239791073585,1.0472706242240675,10.626000000000001,29.859,1.3464665899124872,3.0
CHL,1998,4.181,5.11,16.41208333,6.217,23.4,35.825058225588535,52.250024607016535,10.845011227343777,1.0799059400511601,11.302083330000002,28.619,1.3083231672638362,2.7
CHL,1999,-0.274,3.337,10.955,10.008,22.489,35.401891566609144,52.44635227592622,11.039767613592323,1.111988543872318,7.618,22.55,1.2659706808637594,3.0
CHL,2000,4.972,3.843,10.7575,9.708,22.505,34.96519364652225,52.64594399958461,11.245053176238992,1.1438091776541437,6.9145,23.751,1.2032034727406993,3.4
CHL,2001,3.154,3.569,7.233333333,9.867,22.953,34.49785827445801,52.79939382226901,11.445801346340431,1.2569465569325489,3.664333333,24.091,1.1623983665766335,3.3
CHL,2002,3.203,2.489,3.925,9.8,23.122,34.008256628523064,52.96392583002108,11.659774792106315,1.3680427493495284,1.436,24.108,1.109909308614232,3.3
CHL,2003,4.723,2.81,2.7675,9.533,23.573,33.49073150993948,53.148731198733415,11.883142774476099,1.47739451685101,-0.04249999999999998,23.399,1.0520039333013598,3.4
CHL,2004,6.674,1.055,1.83,10.017,24.473,32.94679110438376,53.34876310450745,12.119536267936606,1.5849095231721937,0.7750000000000001,21.243,1.0144931108603927,3.7
CHL,2005,5.837,3.052,3.530833333,9.3,25.156,32.380433338211375,53.559916024302126,12.369249015713867,1.690401621772637,0.47883333299999986,23.268,0.9974225816173687,4.0
CHL,2006,6.05,3.392,4.825833333,7.95,27.682,31.78852669038456,53.79697416491156,12.620555775752717,1.7939433689511626,1.4338333330000004,22.186,0.9812170971193579,4.2
CHL,2007,5.168,4.408,5.179166667,7.008,27.466,31.190689449029747,54.01922271256765,12.894819420390288,1.8952684180123174,0.7711666669999993,22.348,0.9836094668337569,4.3
CHL,2008,3.789,8.716,7.236666667,7.75,24.133,30.601896028431163,54.20952731838755,13.194532830595282,1.9940438225860126,-1.4793333329999996,28.897,1.004148946766037,4.6
CHL,2009,-1.118,1.484,1.746666667,11.053,24.317,30.018114043605802,54.37574628239995,13.515675042588123,2.0904646314061233,0.26266666699999996,22.92,1.0139712671569212,4.1
CHL,2010,5.852,1.41,2.07,8.305,25.659,29.433749068181854,54.52560969193312,13.855798318466922,2.184842921418105,0.6599999999999999,24.775,1.0096191706270519,4.4
CHL,2011,6.224,3.341,4.93625,7.3,21.706,28.847586006202064,54.453569426207885,14.230773143017803,2.4680714245722584,1.59525,26.646,0.9914841948276409,4.6
CHL,2012,6.155,3.006,5.12,6.595,23.5,28.286572515432994,54.36338893525411,14.6037680319427,2.7462705173701942,2.1140000000000003,28.791,0.9641844105592101,4.5
CHL,2013,3.309,1.794,4.75,6.082,22.702,27.758904255505307,54.23875826584899,14.98323076886979,3.0191067097759023,2.956,27.497,0.958310175300503,4.6
CHL,2014,1.793,4.715,4.11,6.495,21.709,27.255323287727208,54.08876302570589,15.370812958546413,3.28510072802049,-0.6049999999999995,25.158,1.001800389455365,4.5
CHL,2015,2.152,4.349,3.0,6.328,22.778,26.762745049203286,53.92421845189551,15.768392911300161,3.5446435876010396,-1.3490000000000002,25.599,1.0268052940532568,3.9
CHL,2016,1.753,3.787,3.528888889,6.685,21.127,26.145334144002135,53.13952480403218,16.11245859147216,4.602682460493512,-0.25811111099999984,23.709,1.2167584040349233,3.8
CHL,2017,1.358,2.182,2.516111111,6.965,19.875,25.518815735927852,52.446095646730605,16.421381854253774,5.613706763087779,0.3341111109999999,22.637,1.5965536959192228,3.9
CHL,2018,3.99,2.319,2.657916667,7.377,19.634,24.89927350017263,51.818780109723136,16.703393301851442,6.578553088252799,0.3389166669999999,24.203,1.8014218809418114,4.2
CHL,2019,0.634,2.254,2.678333333,7.223,19.702,24.30062303153954,51.17808790449545,16.999796955308913,7.5214921086560995,0.42433333299999987,24.939,1.611972270856743,4.0
CHL,2020,-6.143,3.045,1.41,10.77,19.132,23.70179195053293,50.45369214744967,17.352197843497454,8.492318058519952,-1.635,21.058,0.9005224780578303,3.7
