Country.ID,Year,gdp_p,cpi,interestrate,unem,savingrate,r_young,r_mid,r_old,r_imm,rr,inv,popgrowth,logoil
CHL,2021,11.315,4.525,1.836666667,8.862,16.679,23.218862813518722,50.55004452534584,17.77618538004128,8.454907281094167,-2.688333333,24.106,0.44247412989895096,4.2
CHL,2022,2.154,11.644,9.211666667,7.878,16.927,22.770767599191053,50.61334335462423,18.20279678811012,8.413092258074597,-2.4323333330000008,25.798,0.49702323161187056,4.6
CHL,2023,0.521,7.582,11.25,8.681,20.208,22.355012390103482,50.59991856078959,18.677253764020097,8.367815285086833,3.668,23.362,0.5410847568356081,4.4
CHL,2024,2.644,3.927,7.24,8.462,21.776,21.938685200585294,50.537004690390674,19.201345181248364,8.322964927775663,3.313,23.24,0.5388747603812805,4.3
DEU,1990,5.723,2.687,8.488333333,6.155,24.252,20.813621635952316,52.19799254927604,19.540972690067246,7.447413124704398,5.8013333330000005,27.348,0.8871282587196383,3.2
DEU,1991,5.011,3.474,9.246666667,5.47,25.031,20.646867155822786,52.09430369371599,19.486005264348385,7.772823886112827,5.772666666999999,26.225,0.7467723518049141,3.1
DEU,1992,2.015,5.046,9.5175,6.592,24.654,20.50974587006955,52.0206952012221,19.379759396249565,8.089799532458793,4.4715,25.637,0.7866461504221878,3.0
DEU,1993,-0.981,4.476,7.295,7.775,23.373,20.468272442622514,51.846253206310266,19.275378098942376,8.410096252124847,2.819,24.153,0.6818745851758568,2.9
DEU,1994,2.598,2.717,5.364166667,8.425,23.241,20.454628908335,51.45579100075635,19.33521492228487,8.754365168623794,2.647166667,24.551,0.35201296014026884,2.8
DEU,1995,1.512,1.733,4.531666667,8.233,23.408,20.43641901716511,50.91289411072793,19.54996026238294,9.100726609724015,2.7986666669999996,24.477,0.30116559660779973,2.9
DEU,1996,1.028,1.274,3.305,8.908,22.976,20.42077592919006,50.332356855674796,19.80151134305338,9.445355872081768,2.031,23.46,0.2966341438848774,3.1
DEU,1997,1.858,1.507,3.325,9.658,23.061,20.437312396007858,49.67595039075181,20.08490266700771,9.801834546232623,1.8180000000000003,23.405,0.15371212904404796,3.0
DEU,1998,2.103,0.596,3.544166667,9.383,23.563,20.293531043083863,48.95071594393104,20.53609340952174,10.219659603463342,2.9481666669999997,24.061,-0.4584302215285829,2.7
DEU,1999,2.127,0.647,2.963488346,8.558,22.601,20.073601568064227,48.21235526156419,21.078430795200198,10.635612375171384,2.316488346,23.758,-0.40683344896892404,3.0
DEU,2000,2.881,1.413,4.39176543,7.95,22.44,19.921001997884808,47.51710963515971,21.568083482895705,10.993804884059776,2.97876543,23.964,0.1456586620137923,3.4
DEU,2001,1.633,1.9,4.261780438,7.8,22.591,19.773145138749037,47.06512505213883,22.086221482639456,11.07550832647267,2.361780438,22.765,0.1670300478346709,3.3
DEU,2002,-0.229,1.326,3.318601627,8.6,22.106,19.609902487776452,46.810763102376654,22.422097762649027,11.15723664719787,1.992601627,20.152,0.1640859588440513,3.3
DEU,2003,-0.536,1.074,2.333474191,9.708,21.076,19.446924290510395,46.6590273089926,22.64287456383074,11.251173836666263,1.259474191,19.577,0.05274751155064372,3.4
DEU,2004,1.171,1.78,2.10632298,10.333,23.536,19.276565957133695,46.484469202279996,22.885357473617777,11.35360736696853,0.3263229799999998,19.021,-0.02302597493042402,3.7
DEU,2005,0.883,1.928,2.184689332,11.008,23.387,19.101947639461393,46.48037925167535,22.95780512545835,11.459867983404896,0.2566893320000001,18.736,-0.05600741020744815,4.0
DEU,2006,3.862,1.775,3.079211845,10.042,25.708,18.887563801857365,46.50264177837276,23.001249259947475,11.608545159822398,1.3042118450000002,19.898,-0.4201989499142966,4.2
DEU,2007,2.887,2.271,4.277596427,8.542,27.459,18.621968284363774,46.40898672937465,23.20207708520728,11.766967901054315,2.006596427,20.787,-0.4937806212777618,4.3
DEU,2008,0.91,2.754,4.634232681,7.425,26.499,18.409157629011233,46.30864272394187,23.386941068182228,11.895258578864672,1.8802326810000003,20.899,-0.23095863003940176,4.6
DEU,2009,-5.548,0.246,1.22834975,7.225,23.839,18.270617648918332,46.139077069762024,23.56798394094699,12.022321340372653,0.98234975,18.036,-0.21636274188548965,4.1
DEU,2010,4.147,1.119,0.810953933,6.575,25.297,18.13184147195942,45.95100632525245,23.777908316376532,12.139243886411592,-0.30804606700000003,19.556,-0.12894129251391773,4.4
DEU,2011,3.764,2.482,1.390599744,5.517,27.582,17.866450074277555,45.86759197915339,24.029803850827218,12.236154095741833,-1.0914002560000002,21.293,0.0333405813844001,4.6
DEU,2012,0.469,2.159,0.573181087,5.083,26.692,17.62964043731041,45.69508880898488,24.347082436901335,12.32818831680338,-1.5858189129999998,19.504,0.07237019410364365,4.5
DEU,2013,0.386,1.607,0.220661223,4.95,26.519,17.450203387257442,45.5021691549788,24.637756112891257,12.409871344872508,-1.386338777,19.811,0.15471649096852058,4.6
DEU,2014,2.172,0.769,0.209945672,4.708,27.392,17.394053510564774,45.339151259190665,24.807621723730126,12.459173506514446,-0.559054328,20.158,0.4127492255318277,4.5
DEU,2015,1.656,0.68,-0.019375701,4.367,27.567,17.477257682050343,45.1943945378828,24.87619985686586,12.452147923200997,-0.699375701,19.462,0.8620106793052917,3.9
DEU,2016,2.289,0.367,-0.263695659,3.908,28.641,17.464824430346738,44.39398609976347,24.452436728192787,13.688752741697005,-0.630695659,19.735,0.8315940179038028,3.8
DEU,2017,2.713,1.702,-0.329056116,3.567,28.581,17.355534613391143,43.52405871355878,24.154541549362353,14.965865123687719,-2.031056116,20.513,0.41554383043447274,3.9
DEU,2018,1.116,1.935,-0.322092958,3.208,29.899,17.184696683809452,42.68284106400348,23.88455026340852,16.247911988778544,-2.257092958,21.471,0.31827406348770015,4.2
DEU,2019,0.993,1.354,-0.35631935,2.975,29.178,17.02775720536724,41.755887127982035,23.67902696132639,17.537328705324338,-1.71031935,21.3,0.22872066478389907,4.0
DEU,2020,-4.1,0.371,-0.425159625,3.625,27.987,16.87224608998954,40.73337208119147,23.546240702736668,18.848141126082318,-0.796159625,21.667,0.08320090574363004,3.7
DEU,2021,3.67,3.212,-0.548756293,3.575,29.381,16.877495102651878,40.231341397115,24.05841983799137,18.832743662241754,-3.760756293,22.461,0.08175900504310274,4.2
DEU,2022,1.367,8.666,0.341555419,3.067,26.866,16.88985284117933,39.72644414167852,24.638115823653266,18.745587193488895,-8.324444581,23.021,0.4649439244193365,4.6
DEU,2023,-0.264,6.03,3.430800561,3.025,27.234,16.8981637238513,39.216426657111256,25.242255512123013,18.64315410691443,-2.5991994390000004,21.673,0.5494407544293756,4.4
DEU,2024,-0.232,2.489,3.57091273,3.408,26.777,16.912478204894914,38.572236203979074,25.87301588052509,18.64226971060093,1.08191273,21.048,0.004744037755211039,4.3
DNK,1990,1.665,2.648,11.17800524,7.167,20.793,23.275883700234875,52.354180343414,19.79518675750458,4.574749198846534,8.53000524,20.793,0.16190261878945567,3.2
DNK,1991,1.457,2.167,9.918040743,7.867,19.6,23.082927421711926,52.38528778974708,19.705316553831434,4.826468234709574,7.751040743000001,19.6,0.25908257594549067,3.1
DNK,1992,2.024,1.944,11.69775898,8.608,18.923,22.88309261361647,52.44900236243144,19.59465069874175,5.0732543252103355,9.75375898,18.923,0.33025537970927665,3.0
DNK,1993,-0.08,0.872,10.86824211,9.533,17.355,22.735928529978107,52.49769062665205,19.448213471090764,5.318167372279078,9.99624211,17.355,0.33395425232825016,2.9
DNK,1994,5.292,1.841,6.302277964,7.733,18.716,22.63581454343911,52.497288083731874,19.3057436729877,5.561153699841314,4.461277964,18.716,0.338287299728246,2.8
DNK,1995,3.039,2.038,6.20278294,6.758,20.645,22.57313657000474,52.48163703624441,19.153383294862188,5.791843098888668,4.16478294,20.645,0.5218884176229066,2.9
DNK,1996,2.9,2.092,3.983448902,6.317,20.019,22.50544549300902,52.460999933878874,19.01631139859869,6.01724317451342,1.891448902,20.019,0.5676658972438187,3.1
DNK,1997,3.166,1.933,3.731127724,5.242,23.33,22.478466083952142,52.31280776759284,18.959473305285584,6.24925284316944,1.7981277239999998,22.015,0.4173801288525958,3.0
DNK,1998,2.324,1.314,4.272079069,4.883,22.451,22.45282567113012,52.10755615012983,18.956929352283122,6.482688826456913,2.958079069,22.6,0.3638008073740151,2.7
DNK,1999,2.971,2.041,3.437818813,5.108,23.365,22.435190511798666,51.87165004684966,18.97660184942734,6.716557591924325,1.3968188129999999,20.835,0.33081887734807136,3.0
DNK,2000,3.72,2.751,4.997200789,4.317,24.285,22.467242053026425,51.56420583825726,19.020055308780513,6.948496799935801,2.246200789,22.294,0.3353934408963477,3.4
DNK,2001,0.954,2.269,4.702664261,4.508,25.393,22.64197320757449,51.09270347919358,19.082831171293424,7.182492141938498,2.4336642609999997,21.749,0.35900235942054604,3.3
DNK,2002,0.454,2.397,3.543718946,4.642,24.254,22.834024589845274,50.52823505536407,19.220109379554415,7.417630975236232,1.146718946,21.257,0.31967810872080005,3.3
DNK,2003,0.441,1.961,2.423353694,5.433,24.811,23.022260609887113,49.85435906682728,19.468599208569774,7.65478111471583,0.4623536939999997,20.886,0.27272343408868416,3.4
DNK,2004,2.778,0.937,2.195047156,5.517,25.681,23.19388232020217,49.08533252611942,19.82914177890752,7.891643374770889,1.2580471560000002,21.646,0.25929297007645236,3.7
DNK,2005,2.357,1.726,2.224244653,4.8,26.224,23.309738835544508,48.279281996333836,20.2851636605924,8.125815507529262,0.498244653,22.171,0.2767365861438664,4.0
DNK,2006,3.82,1.844,3.180477092,3.9,27.443,23.353518764414,47.548587381515496,20.77665326570322,8.321240588367278,1.3364770919999998,24.263,0.3296488668948605,4.2
DNK,2007,0.987,1.657,4.441651643,3.617,26.523,23.36842068643899,46.894426860079825,21.231622853859683,8.505529599621504,2.784651643,25.231,0.44482493535538126,4.3
DNK,2008,-0.417,3.638,5.262556544,2.65,26.901,23.348806332853606,46.392626839506285,21.582976769931943,8.675590057708163,1.6245565439999998,24.036,0.5887735972214703,4.6
DNK,2009,-4.978,1.042,2.499273967,4.833,22.619,23.286969283779452,46.001222485697994,21.863738470621865,8.848069759900696,1.4572739670000001,19.033,0.5353251919198998,4.1
DNK,2010,1.584,2.198,1.248442283,6.058,24.237,23.177719346865572,45.66893105227464,22.12695429996688,9.026395300892911,-0.949557717,17.822,0.4470165971625528,4.4
DNK,2011,1.313,2.656,1.383979445,5.95,25.333,23.015764742501542,45.28028133593282,22.373368942507692,9.33058497905795,-1.272020555,18.987,0.41433074449843676,4.6
DNK,2012,-0.005,2.354,0.620019506,6.075,25.291,22.781885244531104,44.95630791339605,22.626226625522747,9.635580216550085,-1.733980494,19.227,0.37817395517270036,4.5
DNK,2013,1.393,0.522,0.27136044,5.758,26.72,22.50080471637254,44.677947387799385,22.887118438667706,9.934129457160374,-0.25063956000000004,19.352,0.41874731140927324,4.6
DNK,2014,1.278,0.352,0.314957823,4.992,28.55,22.201288707560902,44.44707585003987,23.130582016281952,10.22105342611725,-0.037042176999999954,20.148,0.5068533341525239,4.5
DNK,2015,2.101,0.226,-0.123318838,4.542,28.5,21.914277334434022,44.27848157388997,23.323297618928226,10.483943472747775,-0.349318838,20.544,0.7070952625131133,3.9
DNK,2016,3.076,0.017,-0.144246122,4.125,28.768,21.656368203559893,44.031665439114306,23.484559986634544,10.827406370691252,-0.161246122,21.681,0.7829405522915334,3.8
DNK,2017,3.056,1.058,-0.263757907,4.2,29.28,21.429854255764962,43.721442289279345,23.668540101520023,11.180163353435669,-1.321757907,21.957,0.6453509574821048,3.9
DNK,2018,1.859,0.709,-0.299244289,3.85,28.84,21.19913884170983,43.39445214469303,23.86144764999354,11.544961363603608,-1.0082442889999998,22.532,0.49706270485094795,4.2
DNK,2019,1.713,0.729,-0.371996934,3.658,29.332,20.989471622256907,43.011767667990604,24.076492722609405,11.922267987143096,-1.1009969339999999,21.886,0.35889937639637104,4.0
DNK,2020,-1.781,0.333,-0.240562448,4.658,29.989,20.782359003554813,42.58245263249953,24.33011576721718,12.305072596728474,-0.573562448,22.763,0.2908445326206488,3.7
DNK,2021,7.38,1.944,-0.230067432,3.608,32.28,20.63431138272051,42.496064174550625,24.617594678574463,12.252029764154395,-2.1740674319999997,23.602,0.4329309803773551,4.2
DNK,2022,1.541,8.534,0.61551601,2.517,36.352,20.516547492263765,42.50441329423732,24.822750363444023,12.156288850054892,-7.91848399,24.694,0.7875834087232247,4.6
DNK,2023,2.495,3.353,3.503739655,2.767,32.662,20.361957059996858,42.43175152419587,25.142445873594195,12.063845542213095,0.15073965499999975,22.827,0.7662839143482536,4.4
DNK,2024,3.677,1.268,3.495989614,2.9,34.657,20.19823963949616,42.217643689275555,25.57935608253204,12.004760588696245,2.227989614,21.635,0.49217935734997553,4.3
ESP,1990,3.847,6.722,15.15158333,16.238,21.525,27.673005785675358,51.66355724535505,18.56133784797479,2.1020991209947946,8.42958333,25.67,0.14199879155687434,3.2
ESP,1991,2.525,5.934,13.22675,16.313,20.692,26.992652293995278,51.85987572649483,18.950383323360565,2.1970886561493326,7.292749999999999,24.942,0.29878486054708553,3.1
ESP,1992,0.851,7.145,13.342,18.353,18.856,26.32948130807225,52.093135510443446,19.29178728278777,2.285595898696525,6.197000000000001,22.968,0.557593601858497,3.0
ESP,1993,-1.314,4.569,11.68808333,22.64,19.265,25.658339415682402,52.33269151846276,19.636601489760032,2.372367576094808,7.11908333,20.979,0.5866906975739328,2.9
ESP,1994,2.335,4.718,8.0085,24.118,19.027,24.947298546625447,52.62978649803873,19.963291094605008,2.4596238607308027,3.2904999999999998,20.896,0.5222976886619435,2.8
ESP,1995,4.122,4.674,9.355166667,22.9,20.978,24.195338708122012,52.99392207586311,20.263929525416334,2.5468096905985513,4.681166667,21.968,0.4867617363683463,2.9
ESP,1996,2.421,3.599,7.495,22.08,20.814,23.385795921264442,53.22742350071966,20.534927827791535,2.851852750224343,3.896,21.721,0.4609784786869797,3.1
ESP,1997,3.865,1.877,5.373333333,20.61,21.338,22.602852832386525,53.49295808862823,20.75022191120653,3.1539671677787253,3.496333333,22.125,0.4633851336016903,3.0
ESP,1998,4.469,1.764,4.242,18.605,21.633,21.859278897694203,53.85096015589658,20.83706234517658,3.452698601232641,2.4779999999999998,23.515,0.47896134324347805,2.7
ESP,1999,4.745,2.235,2.963488346,15.64,21.626,21.186389636804766,54.271817754290254,20.793362503308238,3.74843010559675,0.7284883460000002,25.268,0.481113525604826,3.0
ESP,2000,5.053,3.484,4.39176543,13.857,22.436,20.584931543199975,54.50861388816266,20.86624464500652,4.040209923630857,0.9077654300000004,26.672,0.5069922023223539,3.4
ESP,2001,3.919,2.825,4.261780438,10.54,22.167,19.955073752776947,53.90268627323505,20.936173809281158,5.206066164706854,1.4367804379999995,26.482,0.5505271609915763,3.3
ESP,2002,2.761,3.59,3.318601627,11.45,23.045,19.47310144740943,53.39863914161285,20.81232853839562,6.315930872582104,-0.2713983729999998,26.706,1.2367489045709945,3.3
ESP,2003,2.937,3.103,2.333474191,11.485,23.707,19.10973070663498,52.85190282352531,20.681264764344633,7.357101705495082,-0.7695258090000001,27.529,1.7981710953789642,3.4
ESP,2004,3.11,3.054,2.10632298,10.965,22.885,18.79241877899272,52.20093547371333,20.64010449416793,8.36654125312603,-0.94767702,28.303,1.7127316140482352,3.7
ESP,2005,3.552,3.384,2.184689332,9.153,22.209,18.504519621004945,51.52442105845041,20.627724065339695,9.343335255204948,-1.1993106679999999,29.404,1.6753238600799136,4.0
ESP,2006,4.046,3.561,3.079211845,8.453,21.788,18.312992615187483,50.90129391813338,20.624067361670328,10.161646105008794,-0.48178815499999983,30.584,1.675571389037711,4.2
ESP,2007,3.533,2.843,4.277596427,8.233,21.108,18.1756115424235,50.310460334752825,20.58083872736544,10.933089395458222,1.4345964269999998,30.459,1.8370092390281867,4.3
ESP,2008,0.766,4.131,4.634232681,11.245,19.688,18.076618878827308,49.592049357182546,20.628246914127104,11.70308484986305,0.5032326810000001,28.479,1.5786514549545938,4.6
ESP,2009,-3.768,-0.239,1.22834975,17.855,19.375,17.981047784097758,48.6716013533131,20.812833358850547,12.534517503738593,1.46734975,23.352,0.8654169626361563,4.1
ESP,2010,0.094,2.043,0.810953933,19.858,18.841,17.864266161368594,47.70490621555763,21.023486068025594,13.40734155504818,-1.2320460670000002,22.399,0.44020737134498056,4.4
ESP,2011,-0.638,3.05,1.390599744,21.39,18.1,17.9642505323493,47.59955651344415,21.23927906146304,13.196913892743511,-1.6594002559999999,20.714,0.3363992610535771,4.6
ESP,2012,-2.866,2.436,0.573181087,24.788,18.75,18.03936688723848,47.42050527217342,21.514311362341783,13.025816478246327,-1.862818913,18.594,0.04315073335237063,4.5
ESP,2013,-1.428,1.53,0.220661223,26.095,19.493,18.08904702007489,47.14021878905017,21.866979593361894,12.90375459751305,-1.309338777,17.412,-0.3358977768719962,4.6
ESP,2014,1.521,-0.19,0.209945672,24.443,19.928,18.152451549985756,46.85922910733182,22.212302979306326,12.776016363376112,0.399945672,18.148,-0.29918979119015754,4.5
ESP,2015,4.062,-0.629,-0.019375701,22.058,21.42,18.235180701026906,46.63514252066557,22.510261936043356,12.619414842264169,0.609624299,19.373,-0.07812789706805878,3.9
ESP,2016,2.915,-0.337,-0.263695659,19.635,22.208,18.206207160281593,46.012594887643196,22.768045361572938,13.013152590502287,0.073304341,19.061,0.10514379691441977,3.8
ESP,2017,2.894,2.036,-0.329056116,17.225,22.359,18.160025085454073,45.41522201150661,23.043499351287366,13.38125355175194,-2.365056116,19.566,0.29064080107723544,3.9
ESP,2018,2.394,1.736,-0.322092958,15.255,22.583,18.078243390855693,44.873050395515705,23.327284853035245,13.72142136059337,-2.058092958,20.706,0.4784130985960644,4.2
ESP,2019,1.961,0.78,-0.35631935,14.105,23.038,17.95200281883977,44.41773699355534,23.606888179199046,14.023372008405838,-1.13631935,20.909,0.7268581340667657,4.0
ESP,2020,-10.941,-0.337,-0.425159625,15.533,21.416,17.76708009601361,43.99019670701589,23.892313527101766,14.350409669868736,-0.08815962499999996,20.627,0.5151668324053338,3.7
ESP,2021,6.685,3.008,-0.548756293,14.92,22.647,17.545108595798613,43.78482976360012,24.336539283674146,14.333522356927123,-3.556756293,21.874,0.11781690865015904,4.2
ESP,2022,6.182,8.323,0.341555419,13.035,23.005,17.311043291083486,43.507021170954296,24.876199817127414,14.3057357208348,-7.981444581000001,22.655,0.19423423327928901,4.6
ESP,2023,2.673,3.4,3.430800561,12.185,23.659,17.053381636061488,43.16506722555452,25.500656892348957,14.28089424603503,0.03080056099999995,21.005,0.17394901447900235,4.4
ESP,2024,3.151,2.867,3.57091273,11.345,23.499,16.79233790094125,42.750221081373425,26.176232899465212,14.281208118220116,0.7039127299999999,20.475,-0.002197798550973573,4.3
FIN,1990,0.211,4.957,13.99666667,3.2,25.086,24.910845620491017,55.5240921875235,18.296556253540757,1.2685059384447241,9.039666669999999,30.137,0.44412090458172404,3.2
FIN,1991,-5.88,4.545,13.07916667,6.7,18.734,24.876040112647292,55.2824020519039,18.43446791706224,1.4070899183865588,8.53416667,24.088,0.5475702260569593,3.1
FIN,1992,-3.312,3.254,13.25166667,11.8,16.41,24.896792002138774,55.02914829156145,18.530181977998268,1.5438777283015097,9.997666670000001,21.072,0.563794905342796,3.0
FIN,1993,-0.781,3.326,7.773333333,16.5,17.143,24.968448206782075,54.78031378106378,18.570829690186102,1.6804083219680295,4.4473333329999996,18.605,0.48475372004153083,2.9
